,Review,Freshness
317243, Consider this as though it were the Hollywood version of an intriguing morality play.,1
22523,The movie is such an immersive portrayal of an insular world rarely seen onscreen that the thin story isn't a major problem. ,1
11684,"Amiable, kid-oriented slapstick...",1
2785,The Dead Don't Die has all the components of a cult classic but was not executed properly. It's all over the place &amp; not even a stellar performance by Adam Driver can save it.,0
6634,"With terrific acting performances and a bygone era that sparks to life with impressive filmmaking, Carol crafts a memorable romance gift-wrapped for the holiday.",1
116997," Black and Downey put a swell spin of wit into it and, in a time of superhero saturation, take a back seat to no one in reserving marquee space for their guy. Moreover, they leave you wanting more of the same, please.",1
5178,daftly entertaining,1
635,This film's title is accurate. Tupac Shakur is more alive than he's ever been -- and more endlessly fascinating than ever.,1
349732," Blood, sexual violence in campy TV horror remake. ",1
45223,"Mr. Hughes and Mr. Castle try hard to re-create a kind of timeless, idealized comic-strip atmosphere, but except for the performances of Lea Thompson and Robert Stanton... nobody in the movie seems in touch with the nature of the comedy.",0
23433,"Fassbinder's second film feels rarely moves, but simmers with a kind of rancid, unnamable anger.",1
24530,Aims low but smacks the funny bone considerably more often than it misses.,1
1191,"A charming film that may entertain children more than adults, but no one will walk out without a smile on their face. [Full Review in Spanish]",1
5781,"Stanley's film is a weird, nasty little treat- climate change horror filled with spacey neon pleasures and proper existential terror.",1
408,"Tonally, this is nothing new for Almodóvar, but there's something truly special about the groove he finds with Banderas.",1
136587," There's nothing wrong with bawdy humor... But this stuff just crosses the line so far and so often it gives the whole movie an ""ick"" factor that's hard to get around.",0
330598," Sadly, however, this is all too familiar, which is something nobody could say about the real Ernie Davis.",0
53691,"It's an absorbing, even thrilling head trip.",1
450637," With its uneasy mish-mash of computer and hand-drawn animation, Sinbad does not look good, its characters are underdeveloped, there's no humor and the storytelling is slapdash.",0
387429," Although it eventually descends into silliness, this creepily atmospheric effort delivers some effective scares along the way.",1
42267,A cavalcade of weird and pixels.,0
322684," Difficult film to enjoy. Presented in a loose, arty structure of disordered scenes and stock footage, anything after the first 20 minutes or so is extremely hard to get a handle on.",0
39343,Neither Arnold Schwarzenegger nor Paul Verhoeven have stretched their talents here.,0
263,"Three Christs is a film that sits between being good and being bad. It's good in its choice of actors and fascinating exploration of the human mind, but it's bad because it's a slog and the female characters feel like objects.",0
37081,"The kids will be just as wild about Harry the second time around, but adults had better be ready to take the multiple-choice quiz in advance.",1
36550,"The movie is a dark comedy about false dreams and lost illusions -- and, thanks to a fine cast and a smart script, it's an effective one.",1
264829," Abattoir feels like it should still have an ""Under Construction"" sign warning viewers of the unfinished business to come.",0
24508," Even when Lelio's treatment of Marina's situation can be clumsy, Vega's powerful performance adds authenticity and empathy.",1
34766,"This silly youth-targeted comedy goes strictly by the book, which should give you a clue as to its quality.",0
336697, Bizarrely amusing.,1
44984,A solid date movie for science geeks and philosophy freaks alike.,1
47146,"In its marriage of blood and irony -- American Psycho is just another new-fangled slasher film, albeit with a manicure.",0
4746,Matthias Schoenaerts is remarkable in soulful drama.,1
817,"Ambitious, smart and affecting documentary that follows four disparatehigh school over-achievers ten years past graduation.",1
3398,Rocko's Modern Life: Static Cling was nostalgia resurrection done right. I enjoyed pretty much everything about it.,0
340641, For a person who is keenly aware of the downside of fame - he worries that he is known as much for his illness as he is for his scientific discoveries - the storytelling falls short. ,0
224870, full review at Movies for the Masses,1
4654,"Featuring a truly great alien character design and at least 45 truly quality minutes, Captive State is a modestly entertaining affair with an aftertaste so delicious, you'll be frustrated the meal you ate didn't taste as good as your belch afterwards.",1
2340,"Its premise isn't the strongest or most original, but [Frankie] Muniz's vanity-free performance in the lead role effortlessly carries this mostly entertaining film from beginning to end.",1
3235,"A seamless debut feature for Derrick Borte as writer, director and producer.",1
3423,Light of My Life showcases an incredible sensibility and a great potential for Casey Affleck behind the camera. [Full Review in Spanish],1
449506," It's not a great movie that you'll remember, but it manages to entertain throughout its hour and forty-five minute duration. [Full Review in Spanish] ",1
32105,"Featuring beautiful cinematography that captures the natural beauty of the Rockies and a superlative cast, Lawrence and Meg Kasdan's ""Darling Companion"" is a darling of a film.",1
138430, Being trapped in the theatre with this movie is almost as bad as being trapped in the Hewitt house - you come out shell-shocked.,0
42642, Flled with so many grandly iconic images that it's rather easy to dismiss the film's not-inconsiderable shortcomings.,1
285499," Judges at Cannes bestowed the Palme d'Or on the movie, for the first time including lead actors as recipients. The gesture seems like a generous tip for several minutes of a somewhat live sex show, skimpily as of the story plays out over three hours.",0
3344,It's either the most absurd and ridiculous premise for a movie or the movie you've been waiting all of 2019 to see. And that's before the ninja clan shows up.,1
1761,"It may be directed by the world's oldest director, but it's one of Oliveira's most potent and rewarding titles from this late portion of his career, as well as an indication that he's lost none of his talents as one of the world's notable directors.",1
412464," P2 doesn't have the grisly intensity of Aja's other work, in spite of a few moments of cartoonish gore.",0
230204," Laurence R. Harvey turns in an excellent performance, but there is no escaping the knowledge of a rapidly hashed idea.",1
320028," Rush isn't bad, exactly, but it's like a standard-issue male action programmer that somehow crept in from an earlier era.",1
938,Childhood curiosity clashes with dystopian peril in this science-fiction drama that supplies subversive genre thrills plus relevant subtext.,1
4801,"Every minute that went by I kept on thinking ""What is the point of this movie?"". This should never happen with documentaries. [Full review in Spanish].",1
17172,The picture is all over the map. Nothing coheres.,0
29423,"The reason to pay attention to ""Film Stars Don't Die In Liverpool"" is the reason it got made in the first place: the opportunity it provides to see star Annette Bening in action.",1
935,Freaks takes Marvelesque mutants and puts them in an environment akin to Shyamalan's shaky supernatural joint Signs (2002). Although it contains all the right elements Freaks struggles to break new ground.,1
2944,"Watchable enough, especially with its stellar cast, but neither maintains its essential mystery or commits enough to the salacious detour of the third act.",0
17571,Being awful is still no substitute for being funny - but Seth MacFarlane's talking teddy bear sequel does manage some laughs anyway.,0
345970," While Edgerton clearly owes a lot to the works of Alfred Hitchcock and Michael Haneke, he's not content to merely pay homage to them, but to live up to their high standard.",1
456958," Which makes me wonder if Layton should have jettisoned the film's documentary elements entirely... Still, American Animals is interesting and entertaining enough that these questions just make me want to see it again.",1
5282,"[What Men Want] feels entirely more rote and uninspired, featuring few elements of genuine creative ambition.",0
52452,"This had potential to be something of an action thrill ride, or at least a comedic, campy take on the usual superhero formula, but what we end up with is a directionless, pointless backdrop for blowing things up with some martial arts thrown in for kicks.",0
247651," Even if you don't agree with Jarmusch's introductory claim that The Stooges are the greatest rock and roll band ever, there's still a lot of pleasure to be gleaned from Gimme Danger.",1
1753,"Cute baby elephants dress up this limp romance, which has just enough holiday treacle to drown in",0
38449,"I wanted to like the film more, but the in-your-face tone kept me at arm's length",0
2659,"It plays with ideas of control, and escape, and what that can often mean...it's amazing.",1
472,"[Carl] Strathie succeeds in demonstrating his skill, but the result is rather overcooked.",0
178117," ... Foxtrot never steps into the second-feature trap, but proves once more that the Lebanon director is a force to be reckoned with, at any age.",1
313242," In the attempt to follow a coming of age story about a boy's transition into manhood, a subliminal odyssey of the human spirit takes over.",1
5571,"Even without the musical numbers, von Trier has given us a compelling story with original characters.",1
11110,A heartwarming and inspirational journey that follows likable people who are forced to dig deep into themselves to find the strength to deal with the difficulties life deals them.,1
3633,gleefully ghoulish horror,1
140305," I Love You, Man doesn't provide much in the way of large belly laughs. But it's pleasurable enough to paste a smile on the face for the majority of its running time.",1
233031, An actors' showcase and a hefty serving of director Michael Haneke's self indulgence,0
13268,"There's a vibrant nature to the acting in this film that warms the heart and makes it feel comfortable, even when things aren't going so great for the characters.",1
1776,Netflix's latest horror film is among its most surprising and entertaining.,1
1158,He takes us along on his emotional and psychological journey toward embracing parenthood.,1
3195,Honestly there were times when it seemed a half step away from a Monty Python or Blackadder sketch,0
17247, There may be only so many ways you can spin a computer-generated animated feature about a gang of animals and their grand project against an evil adversary.,0
477712," On this wintry landscape, with its endless plains and biting wind, it seems as if everyone - even the quietest - has a story, if you take the time to listen to it.",1
26606,Whatever else it is -- however flawed we find it -- The Passion of the Christ is a work of art.,1
402284, Tyler Perry proves that he is even more ham-handed and cartoonish with drama than he is with his incredibly popular so-called comedies.,0
174763, Plays like an overgrown parody of the first three movies combined.,0
8196,"There's a framework for a fun comedy here, but no one says anything witty and none of the characters emerge as anything resembling a real person with bigger problems than the kind of babies-are-a-handful stuff that Erma Bombeck once built a career out of.",0
30427,"Underneath its cheeky amorality, there beats a heart.",1
51861,The movie lacks intensity while covering one of the most dramatic constitutional crises that befell the nation.,0
52518,"The MVP is Jay Chou as Kato, who is as much Britt Reid's superior as the valet Jeeves and the dog Gromit are superior to their alleged 'masters' in the works of P.G. Wodehouse and Nick Park.",1
4752,"There's not one second of unpredictability, not one moment that's fresh, not one iota of inspiration, not one ounce of fright, not one inkling of entertainment.",0
2365,"If you want some laughs and a bit of insight into a truly bizarre subchapter of recent history, this documentary is for you. Just be ready to gain that information in an inefficient way.",0
2169,A path of redemption and many obstacles that sustains itself in its good performances. [Full review in Spanish],1
1661,"One woman, one gilled foe, one gorgeous escape ploy that rations tension as to sustain all 90-ish minutes.",1
451954, You won't care if they walk down the aisle or off a short pier.,0
48849,"Gripping, heart-wrenching, powerful and a sad indictment of scientific practice, which shows that 'human' and 'humane' are all-too-often mutually exclusive.",1
315880," When at one point Jung spanks his patient, you may completely miss the erotic content and simply think what I thought - that somebody, finally, was punishing Knightley for this performance.",0
987,"By focusing on a woman whose exploitative voluptuousness she coldly accepts, el-Toukhy provides us with a tough viewing, but not a superficial experience.",1
2306,The 16mm format Joe Begos films with enhances the sensations that convey the descent to Dezzy's hell. [Full review in Spanish],1
2320,"The hook here - the interplay between our three leads and the twists, action, and humor that can be wrung from it-- is the end all and be all of The Gangster, The Cop, The Devil. It's designed to entertain you, and it does a great job at that.",1
52084,"The extras begin with an intelligent, interesting and thorough audio commentary by director Alex Proyas and writer Akiva Goldsman.",1
453587, It isn't backwards or hateful so much as inexplicable: these 2016 dudes (playing early 20s but looking early 30s) act like their only exposure to gay life is someone else telling them about a Will & Grace episode.,0
478405," The stakes are low -- nobody died, nobody divorced, nobody's career ended...Why was this made, again? ",0
17249,"Ask not where the film is leading; that's hardly the point. The plot amounts to an arrangement of red herrings and besides, solutions are for squares.",1
3589,This doesn't really pioneer any new ground. You're watching because the performances are so good and because [director Joanna] Hogg has a really interesting visual style.,1
18817,"Until I saw Toller, I didn't know the human soul could frown.",1
467745," This is fantastically unhinged, veering madly between wonder and horror, gorgeousness and grotesquery.",1
2530,A lighter-than-air trifle...,0
15175," The mooted Stooges - Sean Penn, Jim Carrey, Benicio del Toro - dodged a bullet judging by this muddle of creaky slapstick and laugh-free plotting.",0
5810,"The Dark Red is an interesting way of exploring the hysterical mother trope. Helped massively by a great lead performance, The Dark Red may just have birthed the next screen Sarah Connor.",1
48637,I must have missed what the Swedes see in this film. I found it mildly interesting at best.,0
204498," Rather than taking time to wonder, to immerse, or even to grieve at the crucial moments of the story, the film and its characters are driven on towards this future confrontation with videogame logic and an endless flow of exposition-based dialogue.",0
354998," It turns out to be a pleasant surprise, never taking itself too seriously and with some fairly tense and creepy moments.",1
5651,"The actors Melvil Poupaud, Denis Ménochet and Swann Arlaud interpret three survivors with contrasting ethical and religious positions, but also very complementary ones. [Full Review in Spanish]",1
33707,This is not an impression. This IS James Brown.,1
38667,A good-natured coming-of-age pic from Sweden captured the hearts of many.,1
51887,"Mark Felt wears its solemnity of purpose like a straight jacket, something that can't be said about All the President's Men, still the best Watergate movie of all.",0
52953,"By taking us inside King's inner circle, we discover how courage, conviction and political savvy bring about change.",1
3375,"What you will be getting when you walk into an inevitably overstuffed movie theater is something singular that reflects our age in a way that none of the MCU films that preceded it have-indeed, very few Hollywood spectacles ever have.",1
1788,"What The Riot Act lacks in gripping pace, it makes up for in stunning cinematography which beautifully captures the moody atmosphere of the era.",1
363468, A transparent attempt to jumpstart two run-down franchises.,0
44399,Tries so hard to be quirky and loveable that it hurts to watch.,0
385275," What's here is certainly expensive and focus-grouped into position, but there's very little magic to devour for the holiday season.",0
30107,"Bonello makes good use of mirrors and reflective surfaces throughout the film, all very fitting for a story about a boy as beautiful and as self-absorbed as Narcissus himself.",1
46195,Deserves national attention.,1
866,"The final result transcends any such conventions as its locale, character design, and wholesome messaging rise above to allow it to escape easy comparisons.",1
2992,Predictable but family-friendly romance with feisty heroine.,0
198,"The ensemble cast is very strong, making the most of the sometimes wordy dialog.",1
325746," ... offers a fresh perspective on his work today, in a disillusioned world where Rogers' innocent message of self-esteem and unconditional love seems like it no longer fits. Generations of kids, however, thankfully would disagree.",1
16407,"It's not entirely mindless fun on the level of the game, but it is just simple, goofy entertainment.",1
269683," Like Electro plugging himself into any available energy source, the effect is momentarily impressive. Sparks fly. The air crackles. But the power soon drains -- and nothing quite works as it should. ",0
258617, Excision is a supremely nasty piece of work in the best way possible.,1
49739,"Shot in grainy, high-contrast black-and-white with a lot of simple but effective optical and aural tricks to suggest the workings of Max's unusual mind, this is one of the most intimate movies in recent memory.",1
2252,"This creature feature has the right amount of gore, and just enough plot to bring it all together. The monster will not disappoint.",1
3960,"Everything about the film is stupid, obvious and formulaic. As a result, it's hilarious, and ideal for a chilled, dumb movie night in.",0
337712," Although King Kong is spectacular, its power doesn't reside in its glittering vision of 1933 Manhattan, Jackson's virtuoso flourishes or his computer-generated effects. It's so much simpler: When the gorilla touches the girl, he touches our hearts.",1
3673,"With the school holidays on, this movie is a colourful and entertaining 90 minutes for kids under 10. The songs are easy on the ear and there are a couple of good jokes for the adult minders.",0
19189,"... it doesn't take itself too seriously, and for the most part it's just a jolly entertaining romp of a revenge flick.",1
25934,"An extraordinary film about adoption and the lives of three very different women on separate quests for love, nurturing, and personal fulfillment.",1
10959,"I suppose it's possible to argue that The Darkest Minds can be enjoyed for what it is. Unfortunately, that ""what"" refers to something incomplete.",0
12156,"There's no cork inside Hardball, but there's more than enough corn.",0
211,"Crews steps up to the increased responsibility, and his performance as the stoic, upstanding title character is the best part of Will Forbes' muddled debut feature.",0
381288," Seeing Caesar bound to a cross, or watching apes enslaved to work and die when they yearn for their own promised land, you could easily surmise that Reeves has pulled off a genre that Hollywood hasn't come close to mastering in decades: the biblical epic.",1
208429," Michael Shannon's name isn't on the movie poster, but ""The Night Before"" wouldn't be as memorable or funny without him. ",1
2955,"Sir Ben puts on a clinic in how to play a cunning, canny, cultured and charming old spy in this sturdy, if murky, Israeli espionage thriller.",1
1999,"As a heartfelt tribute to an important historical figure, it works just fine.",1
438404," Overly deliberate, quite preposterous thriller.",0
5414,"It probably goes without saying, but tissues are a must.",1
401440," The movie ... was one of this year's Oscar nominees for best foreign film, leading one to wonder what films were passed over to make room for it.",0
1304,"Despite all of its strengths, If the Dancer Dances may simply be too esoteric for viewers who aren't already interested in dance.",1
51392,"A lot of painstaking work went into this . . . Unfortunately, the main story becomes nearly incomprehensible . . . and the last ten minutes or so just feel like drudgery.",0
1279,"Despite being an empowering film that Waddington hopes to inspire young girls of all backgrounds and personalities, the plot fumbles ever so slightly with limited development.",0
70550," A funny, highly entertaining and emotional Christmas film that feels every bit as heartfelt and touching as the modern classics.",1
299784," If it were any shorter, it would lack depth. If it were any longer, it would most likely seem a strain. As is, there's an emotional honesty here that registers quickly and often.",1
15401,"Beautifully shot thriller that gains points for sheer star power but ultimately delivers very little in terms of action, adventure or romance.",0
5063,Magic realism takes hold in newbie director Colin Trevorrow's confident romantic comedy. ,1
973,Sparkling coming-of-age-among-lesbian-sister's-lesbian friends comedy. Funny and smart.,1
1963,The result is predictable: Rovira's film highlights the talent for set pieces more than the narrative muscle. [Full review in Spanish],0
1114,Olga Kurylenko's leather-clad action moves can't save this tedious action thriller.,0
204878," Told through observational techniques, Pahokee offers viewers a beautiful cinematic gift: the vicarious experience of the vivid lives of others.",1
258488," 'The Boss Baby' is formula, but not as infantile as the title suggests.",1
3988,"Frankenstein's Monster's Monster, Frankenstein is an ambitious spoof, and Harbour is a likable comic actor, fully committed to this type of weirdness, even in moments when it doesn't quite work.",1
3023,Dude Bro Party Massacre III is clearly better than the original.,1
4628,"Nearly all, from a gut-crunching helicopter drop to a literal cliff-hanger of excruciating tension, will have you mentally grasping for a lifeline, even if you fail to completely comprehend what's going on.",1
4070,"Ellen Page, a decade on from her star-making turn in Juno, thrives in a demanding dramatic role as the middle one of three working-class siblings who travel to executions across the US in order to protest against judicial killing.",1
20167,"Lanie's professional success means she must be a failure at life, because she's driven by ambition and Doesn't Know How to Have Fun.",0
9905,"I loved this sweet, gentle film, and prize its charms and heart far more than the debatable weightiness of Lee's Lust, Caution.",1
9818,"A depressing, trite and mawkishly Hollywood story about the death of a creepy old man and its effect on his spoiled grown-up daughters.",0
1924,"Emanuel should be required viewing to consistently remind us that we should never become comfortable with mass shootings. That is not the America I grew up in and shouldn't be the America you want for your children. Thank you Viola, Steph and Mariska.",1
434,Vanessa Redgrave and Timothy Spall give a master class in acting. The whole movie is a character study but what a study it is in the hands of these terrific thespians.,1
26574,...a pervasively meaningless endeavor that's simply unable to justify its existence...,0
42,The director's commitment to restraint and his strong attachment to social reality is remarkable. [Full review in Spanish],1
46897,The film is thankfully shorn of the sentimentality which weighed down The Fault in Our Stars.,1
33880,Alien vs. Predator was a lot better.,0
165387," if this ludicrously-titled follow-up sounds like a crass cash-in, ...the devil here is in the details, some of which are strikingly novel.",1
25030,"There is potential in this story to explore the way gender, sexual orientation and social class confined people in the Victorian era, but Close is so obviously female, it's distracting right from the start.",0
7902,"At the moment, the only person eating more delectably in Italy is Tilda Swinton in I Am Love.",1
10697,"Perhaps the least known of Bertolucci's features, it is far from the least interesting.",1
5332,"The most memorable part of Miss Bala is when ""Los Ageless"" by St. Vincent plays during a party scene. That rules. The rest of the film, sadly, does not.",0
144,Strong performances can't overcome the disconnect that occurs halfway through the movie.,0
3635,"Christmas came early this year, and while The Night Sitter isn't the exact gift you asked for, it serves its purpose.",0
10947,"It's [a] lack of thoughtfulness that should have kept The Darkest Minds on the never-ending stack of other unimaginative, copycat YA screenplays, never to be greenlit.",0
44372,"It's basically innocuous, more or less predictable and mildly diverting. And if it didn't star Michael Caine, Robert Duvall and Haley Joel Osment, it would probably be insufferable.",1
242050," Yet, with the story perfectly setup for a classic adventure, the film quickly runs out of ideas and drowns in a series of sentimental clichés.",0
25461,a unique film unlike anything else you'll see from this era,1
53936,"For a world that's increasingly globalized yet also increasingly fragmented, The Man Without a Past resonates deeply as a bittersweet fairy tale, resplendent with the hope of salvation.",1
284681, Lively doc on the late Brit punk rocker guitarist for the Clash.,1
157669," The actors are talented, the director is tested, and the movie looks good, but the story falls apart.",0
100265," A pathetic waste of time and money for all concerned, the movie pushes one's patience to the brink.",0
50855,... a barrage of low-minded gags with high-spirited energy.,1
2861,"Wants to be heart-warming and uplifting. And it is - in a completely unchallenging, middlebrow way.",0
1022,"Ordinary people don't generally go for Jarmusch's quirky films, and while this won't earn him a huge mainstream audience, it is accessible in a harmless, unpretentious way.",1
5757,"As a concept, it's flawed. As a remake, it's good. As modern horror, it's a firecracker.",1
11491," Events are economically detailed, and the hypocrisy is revealed through not just the lowest of deeds, but the failure to hit heights so nobly articulated.",1
4105,Styx is a gripping sea adventure that mixes thrills and spills with thoughtfulness and compassion.,1
288,Everything seems to be done mechanically. [Full review in Spanish],0
1404,"""Cold Brook"" is proof that solid character-driven films can be made on a small budget, and with maximum talent.",1
444585," Every bit as over-long, talky and cumbersome as its title.",0
1396,How have I not been transported back to the 90s where Primal should be opening in wide-release alongside every other audacious action hybrid imaginable?,1
5420,"The leads are decent, but the frequent bee close-ups seem superfluous, and whole thing reeks of an overwrought soap, and might be better suited to the small screen than the big.",0
243780," ... feels strained in its efforts to be life-affirming and profound, and predictable in its episodic layering of dilemmas for its protagonist.",0
20183,The whole exercise feels predictable and programmed.,0
2551,"A movie built for Sarsgaard's specific way of acting, and he's strong here, presenting Tyburski with a subtle range of feelings to best support the modest but human goals of the feature.",1
1781,After all the deliciously terrifying setup - perhaps some of the finest in recent times - the film reveals a truth that insta-damns it to silly valley.,0
375895, Doesn't succumb to gratuitous violence or forehead-smacking stupidity. That sounds like smaller praise than it is.,1
439129," Not only does it keep the same characters and setting, but maintains the same level of heart and humor to become a truly unforgettable, lovely time at the theater.",1
149941," ""Frozen"" is a suspense thriller that's better than it deserves to be, but still not as good as it should be.",1
5390,"The film is at its strongest when it's exploring the nature of manipulation and who, exactly, is manipulating whom.",1
445352," Brawl In Cell Block 99 is an audacious, assured, and abundant helping of pulp exploitation that's not to be missed.",1
396791," ""Three Billboards Outside Ebbing, Missouri"" is entertaining in a way that's practically unheard of these days.",1
223032, Durable documentary starring future Gov. Arnold.,1
4798,Elisa y Marcelia from Spanish director Isabel Coixet will leave audiences underwhelmed.,0
397086, Agreeably old-fashioned.,1
191721," All in all, Massacre is proud to be nothing more than it intends to be, namely a straightforward, non-moralizing and unrepentant horror flick.",1
1339,"No scene or subplot in Drive has any reason to exist, but still, it continues to labour on.",0
52771,Dutch director Marleen Gorris has a soft spot in her heart for eccentrics.,1
2962,"It's a boxing movie so you know where it's headed -- though in fairness it seems pretty true to Vinny's actual story, so whaddya gonna do.",1
1469,This film resonates with truth and feeling without ever preaching.,1
52849, One friend may be all it takes.,1
22971,[Cohen] has a knack for making the most ridiculous material suspenseful.,0
283607, Pictorially excessive but dramatically barren.,0
351336," This is not a film that will win awards or be talked about in twenty years as a classic, but it certainly is an emotional ride.",1
113188," A chunky clunky history lesson, Viceroy's House leaves you feeling as if you've been kept back after school for something you did not do.",0
435859," The film doesn't really do anything radical here; it sticks to the mock-doc format perfected by This is Spinal Tap, but it's funny in that cringe-inducing laugh-or-cry way that made The Office such a great show.",1
4515,"Like most horror-anthology features, this is a frustratingly mixed bag.",0
461291," The film clings resolutely to its few strengths, hoping we don't notice how often it repeats itself.",0
820,"Not once throughout the film do the environs, sets or costuming immerse the viewer in the appropriate period, because the film's cinematography makes it all feel like a civil war cosplay captured on a cell phone. Bass Reeves deserves a better movie.",0
4898,"It is a great marriage of artist(s) and repertoire, and might slip past some people as just another talking head music doc. It's actually far more sly than that.",1
5108,Leilo's empathy for his characters is matched by his actors' skills.,0
56343," The cinematography by Markus Forderer is dreamy and memorable, even if the science in I Origins feels a tad half baked, even to the unschooled.",1
49876,A hugely entertaining pulp thriller that delivers the goods in a stylish an effective manner that beats most other recent films of its ilk like a gong,1
25123,Seyfried acts like she's spaced out on limoncello in a role even Kate Hudson would have turned down.,0
36690,"Kitsch...makes for an excellent hero, even managing to make a loincloth look like this year's must-have item.",1
248911," Decent action and a wildly talented cast mask some of the issues, but they can't fully overcome a story with neither stakes nor sense.",0
76259," A well-meaning ensemble drama about boho San Franciscans sorting their love lives, it never heats its faltering fictive story to the temperature of its unfaltering sex scenes.",0
277291," To call the script ""shaggy"" would be far too generous. It's baggy and flat, and at its worst falls back into extremely tired (and insulting) tropes.",0
467551," ""Break Point"" looks good, and it has a big serve, but it's hard to love wholeheartedly.",0
468109," About what you'd expect with burlesque show that determined to avoid an ""R"" rating.",0
43325,"As lovely as the elegiac music and breathtaking shots of the Tibetan countryside are in Unmistaken Child, they don't really move things along.",0
222339," It's a summer flick that more than delivers on its promise, and becomes a better chapter than its predecessor.",1
5451,"Throw in some handy consumer advice along the lines of ""whisky age isn't everything"" and, like the alcohol itself, there's something for everyone in this documentary.",0
11917," Tatum, Soderbergh and team appreciate the real reason audiences showed up, and the film provides just enough character and plot to validate the plentiful pecs and abundant buns that serve as its main attraction.",1
343896," Thinking about taking a road trip with Nicholson and Freeman sounds like the best thing ever. Perhaps it would have been in a more serious, less light-hearted film.",0
278792," Though it's a tad overcranked in the final furlong, the sheer energy on display and a devilishly compelling plot ultimately win the day.",1
34273,I have a feeling I know who the true bad guy is...a little monster known as studio meddling.,0
40534,"A crude, sloppy, four-wheeled extravaganza; the best thing about this sequel is that it's not quite as bad as its ridiculous title indicates.",0
390180," It's a stupid farrago of aborted ideas, misguided actors, lame direction, submental writing and follow-the-dots plotting that never comes anywhere within a 10-mile radius of what I used to call coherent filmmaking.",0
41487,Your appreciation for this shaggy dog project will probably depend on your enjoyment of Yi as a screen presence.,0
258,Many will find their tender emotion buttons bruised from the constant battering of the filmmakers' oversized pointers.,0
11445,A garish mediocrity.,0
15763,"keeps the danger and sadness at bay, instead giving us two fairly developed kid characters",1
8428,"Identity Thief isn't a great comedy in the class of McCarthy's Bridesmaids, but it's still a decent one ...",1
431561, This project should have been deep-sixed before it even left port.,0
32683,"Cholodenko has made a huge mistake in casting Bale and Beckinsale as her leads. While their blandness seems to be appropriate for the characters they're played, neither is very interesting.",0
118537, Jennifer Lawrence is superb in Debra Granik's graceful film about gritty people.,1
3666,"It seems that in this sense, perhaps Mewes would have been better off in making his debut about someone other than himself...",0
279,"Cliched, corny and flat-out flat, Gemini Man plays out like a generic action thriller minus the action...super clumsy and chaotically unfocused...",0
662,"Perhaps one day film will indeed change the world for the better, but for now, all we can do is watch and experience what's left of the experimental media of that time and wistfully remind ourselves of what we missed.",1
396013," Overall, Vanishing on 7th Street was just randomly ridiculous and utterly asinine.",0
11508,"As total packaging, you can't deny that this show is handsomely wrapped.",1
26347,"Desire and the flush of first love permeate this haunting film, whose Italian countryside setting echoes the beauty of the sentiments portrayed.",1
2208,A terrible misstep in the world of King adaptations that serves its purpose of confirming some of the author's works are better left alone. [Full review in Spanish].,0
229,"Brie is rawly convincing as a troubled woman for whom the sides of reality have become too slippery, transformed into the heroine of a private sci-fi melodrama.",1
454315, [A] terrifying thriller that pins you to the back of your chair and leaves you paralyzed in fear.,1
45721,One can only look forward to what the future brings us from Kelly Fremon Craig.,1
305728," Setting aside the scads of preposterous plot contrivance, Patrick Marber's screenplay is full of jaundiced cleverness about England's class system, but that's far from enough to save this disreputable movie.",0
927,"It's a freak of a movie that grows busier than mysterious, and for this reason, will unlikely create a positive impact.",0
42051,Show me a director better suited for a movie about magic than Christopher Nolan and I'll show you... a magician?,1
19316,"Cunning and surprisingly moving...may be burdened with an unwieldy title, but it advertises one of the year's most compelling films.",1
128096, One of its best qualities is that it's dark but not depressing. ,1
1090,"It's like a showcase for actors to be seen by agents and casting directors, except this ensemble is already made of stars and celebrities. ",0
9376,Depp's depraved character does have twisted poignancy.,1
845,I was completely engrossed in the journey.,1
49092,... Equilibrium is one of the better action/sci-fi movies of the year ...,1
39056,"Combining the elements of comedy and thriller isn't easy, especially for a first-timer. But Ebiri pulls it off.",1
53592,Young Colombian director Guerra's visionary and wildly ambitious film seems like a movie from another era. ,1
41588,"Director Maggie Cary, instead of raising the bar of farce to the heights, has lowered it to the depths of the pigsty. She's proven that the gals can roll about in the mud just as well as the guys can, but to what end?",1
42738, It's precisely because the Fosters are so damn normal and relatable that we care about them. The casting of Fey and Carell is integral to this.,1
472890, Bottle Shock is a feel good movie in the best possible way. You'll want to bottle this feeling and take it home with you.,1
40951,"...tour-de-force performances from Foxx and Downey, but they cannot make up for a story that it is largely commonplace.",0
435,Biopic about artist's relationship with his bullying mother.,0
5843,"While it's not perfect and the pacing is a bit muddled, Greenlight really nails the relationship between the young upstart director and the world-weary producer.",1
1583,"It has, in the form of Audrey Hepburn and Alan Arkin, two of the very best performances in the genre's history.",1
1479,"These and other spooky specters are memorably incarnated, to be sure. But I'm pretty easy to scare, and I can't say I found the movie, directed by Norway's Andre Ovredal of 2010's excellent Trollhunter, all that scary.",1
11734,Lightweight entertainment for kids with a thankfully low level of obnoxiousness.,0
348477, Formulaic but consistently funny.,1
25526, Flat and sitcom-y; Hannah's costume looks like a plastic trash bag,0
83519," A sweaty, kinetic, dangerously unpredictable ride of a film.",1
5431,This film is custom-tailored to elicit a profound reaction from the audience and to do so it takes turns favouring your heart and your mind.,0
45810,"It's a snapshot of the kids of today, overlaid with the filter of a somewhat more grownup sensibility.",1
