Freshness,Review
1," Selick creates a visual wonderland, with a timeless animation style that will make this a favorite for repeat viewings."
0," A long, slow-moving, unthrilling thriller about a teacher who decides to help his wife, unjustly convicted of murder, escape from prison."
0, I think that's what's wrong with this. The minor characters don't emerge from this at all. I'm hard pressed to discern one from the other. 
1," It has the strength of its convictions, with Scorsese's faith in the material sustaining the film's soul even when its cinematic flesh is weak."
0, I was really disappointed.
1, Isn't it finally Tom's turn for an Oscar?
1, Parental Content Review
1," True Grit is a gorgeously shot, well-acted Western that resonates more the more you let it settle."
1, The movie has many human qualities and contains what will be remembered as one of Pacino's finest scenes.
1," A bizarre action thriller, it has a good beginning, a decent but unbelievable middle, and a last reel that's so weird and risible that the audience begins laughing out of embarrassment and disbelief."
0," Sienna Miller captures much of Edie's physical manner and some of her voice (though she's nowhere near deep enough), but there's nothing she can do with material that requires her to mope and pout for the bulk of her screen time."
1," As with last year's ""Lights Out,"" [Mr. Sandberg] proves a master of the flash-scare, a nifty choreographer of precipitous timing and striptease visuals. But he's also adroit with more leisurely horrors"
0," Heavy on sight gags, the movie delivers some raunchy laughs, but they arrive so sporadically as to make for a bumpy ride."
0," The obnoxious special effects, the obligatory outbursts of flatulence and the incessant, so-five-minutes-ago pop music on the soundtrack overwhelm what is left of the scruffy, dopey old Hanna-Barbera charm."
1,"In her American feature debut, a romantic advenure in the Greek Islands, the tall and sexy Sophia Loren starred with the short and declining Alan Ladd."
0," In the end, this is a subject deserving of a clearer focus and greater attention to detail. ""The Promise"" tries its best, but unfortunately misses the mark."
0," At times, the sad sights are enough to make a person hope the put-upon guy finds success. The problem is, as affable as Giovanni is, there's not much more to him."
1," While hardly subtle, honors a man deserving of wider recognition."
0," The Accountant wants to be a thriller, a shoot-'em-up, and a sensitive argument for neurodiversity all at once. What it actually is is stupid."
1," Weiwei doesn't break any new ground in covering the global refugee crisis, but he vividly illustraes - in straightforward yet artistic terms - the scale of the problem without compromising the dignity or humanity of the survivors."
1," The animation is perfectly beautiful, and the sequences with flying origami completely capture the audience's imagination."
1," Fincher handles the violence with sensitivity, announcing its obscenity in spoken analyses and briefly glimpsed post mortem shots, but never showing the murderous acts themselves."
0, Battleship has the IQ of a rutabaga and doesn't require much more intelligence than that to watch.
1,"... sometimes, method acting is its own worst enemy. Theron is very, very good ... but many close-ups seem almost calculated to keep reminding us of just how extraordinarily her appearance has been changed."
0," To end my assessment on the level of the film's writing, you'll wish you never heard about the Morgans. (Ha ha ha)"
1," We're talking instant family classic here, folks."
1," The movie is so fragmented that no real interpretation of the play ever coagulates. As with all of Welles' films, however, there are a number of memorable moments."
0," Liu Ye is too inexpressive for his role's demands, and the movie doesn't build to his downfall: It just zaps itself there."
0," A salacious yet also tedious portrayal of a woman who would appear to confirm all the nastiest stereotypes about women. Completely unfun, unpleasant, unerotic, and unenlightening."
0," This one nevertheless falls short, thanks to the plodding direction of Stuart Hazeldine, who also lets Worthington engage in the kind of mumbling whisper that some actors mistake for intensity."
1," If you're looking for a heartfelt, feel-good holiday movie, just give in and enjoy."
1," There's nothing new here, just a whole lot of the old dependable. The difference is that the old dependable is above average."
1, A spectacular display of monotony.
1,Will the big-screen 'Veronica Mars' leave its devoted Marshmallows hungry for s'more? It's a pretty good bet.
0," In the end, we are left with a dull woman who is surrounded by puppets and voiceless actors covered in prosthetics -- and it's never a good sign when the special effects give more memorable performances than the hero. "
0," No real suspense, and no payoff except for a groan-inducing, look-out-here-comes-the-sequel ending."
1, A very funny comedy that also contains some insights on the spiritual exercise of dealing with difficult people. 
1," The set-pieces feel somewhat expected, thankfully there's still plenty of witty banter and inventive filmmaking touches to keep the audience entertained."
1," The movie wraps itself around you like a pleasurably constricting vise, so that long before its climactic heist ... you find yourself rapt, on the edge of your seat, unable to blink."
1," The theme is something of a self-pitying cliché, and yet Lynch takes such a novel path to it that the film has a hypnotic, transcendent force."
1," [A] gorgeous silent extravaganza, a landmark of Indian cinema."
1," What keeps us hooked is Ronan, a young actress of seemingly limitless abilities, and the tension she creates between Hanna's inhumanly agile body and quizzical eyes, which turn cold only when she pulls the trigger."
0, The first and second half of the film feel disjointed and the soundtrack is jarring - what started off as a really interesting and non linear biopic falls flat.
0," the direction of the film is fraught with problems, and one feels that the promising young cast deserved better than this."
0, Not even Robert Langdon could make sense of this silliness.
1," Departures is a great film and, yes, you're going to need your reading glasses -- this one is subtitled."
0, So white bread and scrubbed clean of any edges that it plays like a Saturday matinee at the cineplex in Pleasantville.
1," Benjamin and Patton have devised a basic Prohibition era gangster story as a background for their newest musical experiment melding modern hip-hop with the jazz and blues of the '30s, all put together with a great deal of visual cleverness and flair."
0," A disaster on a conceptual level, McG's latest is a trainwreck of botched stunts, unfunny gags, and tuneless performances, pieced together with minimal interest in any sort of engaging cinematic clarity. "
1," While ecology and evolution provide loose themes, Björk's impish glee ignites a fabulously off-piste affair."
1," From the opinionated and deliberate young Emily Dickinson to her eventual decision to live as a real-life ""madwoman in the attic,"" it's a haunting portrait of one of America's most celebrated voices. "
1, a soaring vision that appeals to the senses and the spirit
0, The title character is far too good for the movie he inhabits
1, Death Sentence is a better film than many might expect and also delivers several good doses of action for fans of shoot 'em-ups.
1," It's a beautiful, vibrant story about memories, the passing of time and how you treat the people in your life."
1," ""Midnight Family"" channels madness quite vividly, yielding a constantly riveting film that wrings out every kind of emotion."
1," [A] fast-paced thriller [that] won't change your life, but it won't leave you checking your watch every five minutes either."
1," It's well done by the two leads, who register as real enough to rescue the movie at almost every turn from mawkishness and predictability."
0," If it weren't for all that inept banter, this might have been a different film indeed."
0,a picture with a situation instead of a plot
1," Enjoyable, fast-paced comedy-thriller with well written characters, decent chase sequences, a frequently funny script and superb performances from Shepard, Bell and Bradley Cooper."
1," The first half of Michael Bay's new film is a spare, creepy science fiction parable, and then it shifts into a high-tech action picture. Both halves work. Whether they work together is a good question."
1,Chalamet is a revelation.
1," Conjures some spectacular settings and grown-up topics, but has no story to speak of."
0," The real cause of wonder, though, is why Nolan should have embraced technocratic complexity in the service of such a puny story."
1," You bet your ass that Julianne Moore is overdue for Academy love. She's supremely gifted, possessing the beauty of a true star and the intuitive technique of a true actress. "
0, This is the first time I've ever attended a screening where the audience was screaming the word 'edit!'
1," Tony Manero, Vincent Vega, Charlie Wax. Travolta has his franchise now! Gleeful killer Wax makes Bond and Bourne look like clumsy amateurs. Roaring fun."
0," In their religious fidelity to the original, director John Moore and writer David Seltzer don't attempt to paper over anachronisms from Seltzer's 1976 script."
1," Taken as a whole, if you allow yourself to take a leap of faith The Adjustment Bureau is an intriguing, engrossing experience. At the very least, it just might be the perfect date movie."
1," While it may not be a grand comeback vehicle for the so-called 'Muscles From Brussels', the film is his best in quite some time."
1," While not all superhero films are created equal, this comic-book space adventure adaptation is just good enough."
0," Never Been Kissed, like so many coulda-shoulda-woulda-been-good movies, starts out strong. Then it loses its nerve in the third act, substituting a fuzzy emotional spectacle for a coherent conclusion."
1, Devastating postmortem on a dead dot-com.
0," Based on a story by Philip K. Dick, the new idiot-fest known as Impostor is about as entertaining as the second of two bologna sandwiches."
1, Aronofsky explores the quest for perfection in what is a near-perfect film.
0, This is just one of those movies that really shouldn't have been made.
0," Suffers from largely rudderless direction, relying for any sense of profundity on the breathtaking beauty of Abraham Haile Biru's cinematography."
1," Mr. Perlmutt ultimately shows that for these drivers, car culture runs deeper than simply winning or losing a race."
1, Sleight succeeds with its creation of a modern quasi-superhero in Bo and the launching of an electric new leading man in Latimore.
0," Rampant racism, misogyny, and homophobia serve as placeholders where actual jokes might have been, with Jennifer Aniston suffering the worst of it."
0," What begins as a sexually charged, energetic rock love story featuring two actresses pouring their souls into two iconic characters grinds to a halt beyond act one."
0," It's neither great nor horrible, but rather just middle-of-the-road, wrapped in slick production values and featuring an able-bodied, but misguided cast."
0," As Ain't Them Bodies Saints moves along, its elliptical approach to drama goes from keeping us on our toes to dulling everything down."
1," Kaufman's protagonist, as always, is a man trapped in a world where reality has shifted sideways, but which he has come to accept as normal."
0, The collision of violent spasms and art-film ennui leave the viewer's brain bloody but unfilled.
0," Welcome Home Roscoe Jenkins feels like a rudimentary retread of previously outrageous ""black attack"" farces... needlessly cluttered, unfocused and pointless..."
1," One of the year's best, an emotionally rich lesbian love story."
1, Some American audiences may reject out of hand a gay-themed tale set in the macho sanctity of the West. But they'd be missing great performances by Jake Gyllenhaal and Heath Ledger and an engrossing tribute to the American cowboy tradition.
1,An infectious appreciation for rock and roll lingers past the somewhat self-satisfied finale.
0, You have to wonder why director Gabriele Muccino chose to dramatize the poor man's plight by having him run constantly through the streets of San Francisco. What ever became of quiet desperation?
0," Baaghi borrows heavily from The Karate Kid and Bloodsport. The focus is on action, but occasional songs and melodrama spoil the fun."
1," The formidable running time will doubtless deter many, which is a shame: Winter Sleep is never less than richly engrossing, even if some scenes, stretched too long, take on a didactic, even slightly hectoring tone."
0, This movie must be pretty bad if even a Swedish tanning team can't earn it a good review.
1, Will touch the hearts of anyone-of any age-who can reconnect with the magical childlike power of believing. 
1," An exciting and involving rock music doc, a smart and satisfying look inside that tumultuous world."
0," Visible for miles, the predictable turn of the VHS tape undermines a movie that's already weak in scariness."
1, Not particularly memorable.
0, A lacklustre and cliché-ridden Danish crime sequel.
1," Although I wasn't always blown away by the film and/or its various elements, for the most part I was engaged by the tale. And much of that is due to the presence of and performance by Jennifer Lawrence. (Full Content Parental Review also available)"
1,Who knew that people could love their garbage so much that they grow angry when it is taken from them?
1," The music, supervised by Marcus Mumford and T Bone Burnett, is uniformly elegant and moving."
0,The qualities that have kept the Broadway Fiddler running these seven years are in scant supply onscreen.
1," Director Taika Waititi proves expert in his management of tone, such that the farcical elements, however numerous, don't detract from the very real friendship the renegades develop as they elude the world's most dedicated social services officer."
0," Peploe's smarts and the deft performances can't compensate for the fact that what we're watching, however charming, is a fancifully costumed theater piece that cuts off the oxygen needed to make a play breathe onscreen."
1, Most resounding are the indelible characters created by a wonderful cast.
0, What the movie needs is an element of fun -- or at least childlike wonder -- to balance out the foreboding gloom that hangs over every interaction.
0, The script is so bad and incoherent. [Full Review in Spanish] 
1," I have to say I find the surrealist ending rather flabby and undermining, but this is still a terrific film made with incredible brio."
0, Sinks any chance DC had to compete against Marvel. [Full review in Spanish]
0," ""This Is Where I Leave You"" feels like a social experiment in how much slack we're willing to cut a movie filled with actors we like."
1, It is so frenetic and furiously funny that it's over far too quickly.
0," One of the most confusing, ridiculous, pretentious and disastrous cinematic train wrecks I've ever seen."
0," There are some zippy chase scenes and shootouts, and tension throughout. But the characters - especially the lethargic Affleck - make for more of a C-Team than an A-Team."
0, The usual over-familiar mélange of forensic evidence and titillating torture porn that reminds me why I don't watch network television procedurals. 
1," Intelligent talky fare, beautifully acted, and visualised."
0,"While the movie shines at times, its surprisingly stale storyline keeps it from becoming an instant, stop-motion classic."
1," If you want an hour & forty-five minutes of stylish action & fun chases, & go in expecting a straightforward but entertaining story... you'll get what you want..."
1, Focus is about the sensation of having your wallet lifted by a pickpocket with nimble fingers. And it's skilled enough to earn the viewer's emptier billfold.
1," I'm not quite sure how Rees has done it, exactly, but the depth of heartbreak and humanity in this - just her second feature film - is remarkable."
0, The film's pleasures are to be found almost entirely in the meticulously recreated period design.
0," If you can ignore the tiresome romance and the incessant playing of largely inane music on the soundtrack, Grosse Point Blank has much to recommend it."
1," It's rotten to the core and right down to the end. But if you find that such extremes can be fascinating, then the movie may cheer you, not because it is happy, but because it goes for broke."
0," Sonia is a powerful subject, but ""Big Sonia"" brings little perspective to her story."
1, Tough stuff sensitively delivered via compelling performances.
0," Many kids will enjoy this traditionally animated story, but parents may find it overlong even at a running time of less than 90 minutes."
0," It might have worked better as a documentary, or better yet a paragraph on Wikipedia."
0,"If it were any worse, they'd be screening it as evidence at The Hague."
1, Deeply unsettling and hard to shake.
1, Elle endears herself to us simply because she is so confidently self-assured.
1," In the end, this documentary, which has the mood of a Hollywood thriller, is about a plan that failed...Nothing hurts like failure."
1," If you're looking for a clockwork-perfect crime plot, you won't find it here. But if you want to hang with some wildly unpredictable and complex characters and wonder who will come up on top, ""Hustle"" is a lot of fun."
1," Thankfully never sentimental, and wisely resisting an easy, happy ending, Ilo Ilo is a surprisingly satisfying import."
1, The plotting becomes increasingly contrived and the final reel revelations don't ring true.
0, Message to Hollywood: Stop with the time-travel stuff.
1," Drag's a brief, blunt and utterly brilliant blast of humor, terror and wicked satire; a trifle that feels like triumph, a dashed-off flick that blows doors off big-budget competition, and is about as much fun as you can have at the multiplex."
1, ...a rare film of conflict without villains.
1," Ribald, funny and sometimes sweet, and well acted by Murphy, Lawrence and a strong supporting cast."
0, Boasts as its main selling points a beautiful young starlet with about twenty minutes of screentime and the steadfast promise of an absence of myth and magic.
0," The knee-jerk, or neckless cinematography (in other words, it's all over the place) is horrendous, unprofessional and junkie. A mess. And the two-a-half-hour running time is no less ludicrous and a feat on its own."
0," The kind of Ultra-Lite-Capraesque schmaltz you're supposed to go torpid with at a Sunday matinee, surrounded [by] parents who are probably thanking god that they only have 2.5 kids."
0," This material is probably more suited for a TV miniseries. There is a lot of ground to cover here: 33 miners, lots of family members, a host of government officials and the media-sensation disaster itself."
0, It's a shameful waste of time.
0," There's much to like here but it's a bumpy ride and for all its banter, it takes itself very seriously. "
0," More an accumulation of often indefinable images than any kind of even remotely traditional feature, the documentary ""Leviathan"" proves a strange and unsatisfying endurance test."
1," It blazed a bloody trail for the much-loved slasher cycle, but it also assured us that a B-movie could be A-grade in quality and innovation."
0," In this ditzy whirl nothing is pushed too far -- the bad aren't really bad, they're all sorry. And the assumption that high school is where it all happens is ringingly endorsed."
1, Winter's Bone is the best film of the year.
0, Warm Bodies even suggests that true love can help the right zombie grow a new heart. That's a con job that makes Bodies lukewarm at best. 
1," Yes, you will enjoy Sex and the City -- probably more so if you call things 'fabulous' and have more pairs of shoes than you have fingers."
0," Another ""almost there"" film for Gerard Butler. Amazing that he is still coasting on his ""300"" fame."
1," This is survival, revealed in all the blunt details of a documentary portrait and the simple power of [Michelle] Williams' unadorned, Oscar-worthy performance."
0," Fails to capture either the freewheeling, joyous spirit of the Caribbean or the heady euphoria of blossoming romance."
1," Shelton's comedy isn't just smart, but cheerfully wise; not just funny, but cleverly and endlessly so."
1,Under no circumstances would I call Inherent Vice a bad film. It's too weird and fascinating and filled with too many delightful performances...
0, This comically tasteless and flavorless adaptation of Ayn Rand's bombastic magnum opus delivers her simplistic nostrums with smug self-satisfaction.
1," The film does a pretty good job of escalating the suspense until we get to the payoff scenes. Yaiza Figueroa does a fine job as the film's main character, and writer/director Keir Burrows does a nice job maintaining the mystery and suspense."
1, Viola Davis leads the way with a hurricane performance and everything about Widows is pretty much sensational.
0," A Jaeger bomb, but no worse than its humdrum predecessor."
0," With the domino pieces in place, the plot then coasts along rather predictably."
1, ...boasts a pervasively absurd atmosphere that's heightened on an all-too-frequent basis by the almost uniformly over-the-top performances.
1, [It's] a rousing entertainment with eye candy in abundance. Rules Don't Apply is witty and weird by turns. 
1," [The film impresses] with its painterly and dramatic lighting, beautiful dissolves and tracking shots, sophisticated effects, and unexpected eccentricities."
1," A handsome thriller with plot twists that don't always make sense, ""The Two Faces of January,"" moves slowly, but ultimately entertains."
0," Oh my, what magic Angela Bassett can work!"
0," [It's] like going to the NBA All-Star Game and seeing a fantastic team take the floor, but when the game begins you realize they left their brains in the locker room."
1,"In Japan, the most extreme delicacy goes hand in hand with garishness, and Coppola offers up both for our delectation. It's a heady, hallucinatory combo."
1, Sayles demonstrates a remarkable ability to fully flesh out characters who are on-screen for only a short time.
0, Rarely is a sports movie so inept that it can't even make its central figure likable.
0, It would be nice if movies stopped trying to make young girls aspire to be princesses.
1, Lee has successfully married some of this year's most sumptuous visuals with one of its most compelling and unashamedly spiritual stories.
1, A film that could be a good contender for both an Oscar as well as a Razzie.
1," takes no chances, but what it lacks in originality it makes up for by being so completely enraptured by the music that it takes the audience along with it"
1, You might tag the young writer-director Leslye Headland as someone to watch in the future.
0,"Russell should probably be applauded for trying something different, but I Heart Huckabees often seems weird for weirdness' sake."
0,"If it weren't for Matthew McConaughey's tightly coiled performance, the nasty white-trash drama ""Killer Joe"" wouldn't be worth the powder it would take to blow it to hell."
0, The film's points are made obvious the first minute and then monotonously drilled ad nauseum the remaining 87.
1,David Twohy's programmatic vacation thriller A Perfect Getaway is silly and fun and while it has its annoyingly meta moments it certainly won't leave you bored.
0, Five seconds: That's the maximum length of any uninterrupted shot in McG's action thriller 3 Days to Kill. Call it filmmaking for the Adderall Generation.
1," [Jones] is utterly unconventional and totally alluring. In a remarkable documentary, ""Grace Jones: Bloodlight and Bami,"" director and editor Sophie Fiennes reveals her subject's essence in performances and personal moments."
0, Well-intentioned film about the 1969 Stonewall riots is reductive and adds no new insights.
1," Bully is repetitive and not especially artful, but children who allow themselves to see the world through the eyes of the film's victims will never be the same."
0, Fitfully engaging but half-baked.
0, Reveal too much and you've done all the heavy lifting for the audience. Reveal too little and they're left scratching their heads. The Woman in the Fifth will leave you very itchy indeed.
1,"At times the structure labours, but ultimately Fanboys rises above routine Hollywood fare because it never makes fun of the people it represents."
0, Roy Scheider is the only redeeming quality of this sequel.
1," ...less than the sum of its parts, [but] some of those parts are wonderful."
1, dropping it into the January frame might have been the best thing for this film
1, The film ultimately succeeds in offering a fresh female-centered perspective on its genre material. 
1,Excruciatingly intense and prone to explosions of violence.
1," It's handsome, elegantly executed, a little muffled; only Tang, as the lonely accountant, and Chan, as the frantic hustler, give the story some emotional intensity and weight."
1, A brilliantly-realized successor to a solid franchise reboot.
1,"With the book by Hodges and now this film by Tyldum, hopefully Alan Turing will receive the recognition he was so wrongly denied. "
1," Beautifully acted, if a little overcooked."
1, It's a simple story on paper but Anomalisa is a great conversation generator. I'm still reflecting on its style and themes. 
1,"Played with great magnetism and triumphant bluster by Liam Neeson, the film's Michael Collins easily lives up to his nickname."
0," Remarkably good performances by the supporting cast give this beauty-and-the-beast romantic comedy some laughs and warmth, but finding chemistry between the leads proves out of its league."
0," You can empathize with their pain - or at least you can imagine it - but these are not performances that do justice to the couple's shifting disbelief, grief and sense of self."
0," Any suggestion that M. Night Shyamalan is experiencing a career renaissance can be put aside halfway through the movie, when his worst tendencies begin to show through."
0, Writer/director Michael McCullers... pacing is poor and he doesn't know how to showcase the small-screen chemistry of Fey and Poehler on the big screen.
1," ""Goodbye Christopher Robin"" touches something bigger than its own ambitions. It touches, in a way movies rarely do, on some essential current of life."
0," Nothing much happens, and that's the point, but all this wheel spinning could have used more grease."
0," Muddled, aimless, indecipherable, and shallow, Terence Malick's Knight of Cups is one of the most insufferable slogs in recent cinema."
0," Certainly defies logic, but does find a way to hook the audience into wondering how this whole massive scheme is going to end. "
1, An English cousin to the earlier Jamaica-set films The Harder They Come and Rockers that is vastly superior in cinematic terms and just as valuable as a cultural document.
0, Is it sci-fi? Fantasy? Idiocy? Mostly it's a droning mess -- pretty to look at but confounding to the point where you just don't care any more.
0,A multiplex trip that's only slightly less annoying than a case of Montezuma's revenge.
1," ... THE 40-YEAR-OLD VIRGIN does it all, and it does it very, very well."
0, A fairly straightforward retelling of the Noah's Ark tale ... lacking one important aspect of any comedy -- funny jokes.
1," Avengers: Infinity War is like a Thanksgiving feast for Marvel fans. It's the characters we love in action together on a scale we've never seen before. But as a complete experience in and of itself, it just isn't."
0, Labor Day could have been a beautiful love story. It also could have been a tense thriller. Trying to be both makes it tonally tricky and not an easy movie to love.
0, For every sequence involving Lino's parkour skills ... there are at least two setpieces that are rather nondescript.
0, Bad history. Bad science. Bad acting. Bad movie.
0, The bulk of the three-hour epic is third-rate schmaltz that pays only lip service to history.
0," By design, the film is intensely preachy. And this preachiness serves a therapeutic purpose, offering jolting possibilities for empathy."
0,"If Rashomon were filmed through a shampoo bottle, you'd have some idea what to expect from the surprisingly mean-spirited comedy, One Night at McCool's."
1," An extraordinary thriller about matters of scholarship and the heart, about the true authorship of a mathematical proof and the passions that coil around it."
0," The movie has plenty of high-tech power, spinning out action so explosive you'll hardly notice how preposterous the story is or how cardboard-thin the characters are."
0, Here it is. The one you've been asking for. Unfortunately that doesn't mean what you're getting will be good or even what you wanted.
0," In the real world, concerts build to a climax, then return for two or three more; on the screen, alas, ""Metallica: Through the Never"" just kind of peters out."
0," 'Aunque puede parecer bastante obvio y bobo para muchos, por lo menos representa un buen rato de entretenimiento puro y sin complicaciones'"
0," This all might make 'Gods of Egypt' sound like a blast, but it's too cramped and muddled to achieve true bad movie transcendence. In other words, it's no ""Jupiter Ascending."""
1," Writer-director Marielle Heller never passes judgement on her characters, giving us an honestly messy account of her heroine's sexual and artistic awakening."
0,"Ziyi is radiant, as real as the script allows -- just not Japanese. Sweetly shot overall, though a dismal mood dominates. Otherwise somewhat simple and soapy."
1," Audrey Tautou's puppy dog eyes and other exaggerated facial expressions do manage to charm you, no matter how calculated they are."
0," Pirates of the Caribbean: Dead Men Tell No Tales doesn't make much sense, and when it does, it's yo-ho-ho and a bottle of dumb."
1," At its best, she wills ""Adrift"" into a moving story about a natural born wanderer who needs an anchor to know her own strength."
0, A script portraying just about every sports fan and ball player as a jerk can hardly justify its feel-good ending.
0," When Taylor Sheridan is left to his own devices, his work seems more abrupt and shallow, no more so than when he resolves all of this film's lingering questions in one unremittingly nasty sideswipe of a flashback. "
0, Gives you more reason than ever to love Black's death scene in 1997's The Jackal.
0," Charming and beautiful looking, but just another mode of transportation for a stubborn old guy lurching through a series of unscheduled stops while finally learning to live."
1, A soap redeemed by an astonishing performance by Sean Penn as a mentally challenged adult seeking custody of his 7-year-old daughter.
0,"Despite solid backup from the ever-formidable Gene Hackman and others, this routine hiatus schedule-filler proves to be a shaky platform from which to launch the likable Romano's candidacy as a big-screen leading man."
0," It would be one thing if it didn't make sense and was funny, but there isn't one second of entertainment for anyone that doesn't require a drool bib."
0," There's a detached sense of boredom in Mascots, as if [Christopher] Guest himself is tired of his schtick."
0," While frantic and familiar, it's an 88-minute, family-friendly diversion that should have a longer life on video shelves than in theaters."
0," What we have instead is an ambitious effort that works only in patches. If this movie is a portrait, it's a fuzzy one."
1," Poverty as a central theme has been pushed so far from our flashy multiplex obsessed times, that it is almost like encountering an alien creature... Especially when it is done with such sincerity as it is in Saare Jahaan Se Mehenga, "
0," It fails to be as likeable, despite being beautifully acted by Dustin Hoffman and Emma Thompson."
1, A disturbing and provocative study of adolescence and isolation.
0, Neither [Carvey] nor semi-competent director Perry Andelin Blake have the ability to sustain a scene or idea.
1,A journeyman effort that's satisfyingly light on melodrama.
0," By the time the three or four false endings are finished and the credits roll, moviegoers will be left wondering whether Schrader's version will be released on DVD."
1," May not break new ground, but...it treads familiar territory with considerable dexterity."
1," Let's talk about that action though: car chases galore, explosions for days, ""making it rain,"" and trying to outrun a freaking nuclear submarine across frozen water."
0," In these 96 minutes of stilted dialogue and a plot that needlessly loops back on itself, you will find The Transporter Refueled dutifully following the rules and predictabilities of the action genre and not much else."
1," Like too many franchise installments, Catching Fire builds to more of an ellipsis than a period, teasing the next chapter instead of providing closure. But isn't that true of The Empire Strikes Back as well?"
1," Mr. Peabody & Sherman is slight, but it's exceedingly charming, making good use of a talented voice cast that includes Stephen Colbert, Leslie Mann, Mel Brooks as Freud, and Stanley Tucci as Leonardo Da Vinci."
0," At a brief 42 minutes, we need more X and less blab."
1," The picture is devilishly entertaining, not least because it's laced with just the sort of dumb raunchy jokes you hate yourself for laughing at."
1," An antidote to overly elaborate action films, John Wick: Chapter 2 doubles down on both the mythology and the violence of the first film, delivering a great followup that doesn't lose sight of what makes it so damn entertaining."
0," The laughs are few, and the homespun philosophy about as deep as a fortune cookie."
0," The TV show created an incredibly complex world over three seasons. This picture (the first in a proposed trilogy) tries to accomplish a year's worth of work in two hours. So we get titles and flashbacks, baldly expository dialogue and clumsy narration."
0," A beastly cacophony of recklessly rendered CGI, intolerable volume, and defective writing."
0," Feast suffers from spastic camera syndrome, along with a debilitating bout of hyper-editing disorder."
0," With all this inspiration going on, why is the movie so dismal?"
1," Offers up a fascinating, if unfinished, portrait of a woman's attempt to buck a system that affords her less autonomy than her intelligence and sensitivity demand. "
1, There's a sadness that permeates throughout this gritty tale about a hitman heading for Galveston in search of redemption.
0," When the cutest and most amusing thing in a movie is a pet pig on caffeine, you know you're in trouble."
1," Writer/director Rodrigo Garcia is the son of famed Colombian novelist Gabriel Garcia Marquez, so maybe the filmmaker comes by all the magic and coincidence in his stories naturally."
0," It's either hell being a hillbilly or a hell of a lot of fun being a hillbilly. Here, it's hell."
0,Maybe Dublin collectively dissociated itself from the project. Who'd blame it? 
1,"Fart jokes are all too plentiful, along with copious references to bodily fluids, but in this zany context the film gets away with them. And the screenplay is crammed with witty lines. The western lives on."
0," It trucks in stereotypes (black, white, Latino, female -- the list is long) and plays clumsily with sexuality. Still, the movie's greatest and altogether familiar sin is that it's stupid."
1, It's a horror movie of real conviction. It deserves to be a hit.
1," There are scenes that could have been lost to more decisive editing, but I found after a few days that my mind did the editing for me, and I was left with lasting impressions."
0," ""Sold"" is maudlin in a way that makes its audience, paradoxically, feel good, albeit superficially. A story of human trafficking should move us on a deeper, more uncomfortable level."
1,"John Requa and Glenn Ficarra strike a nice balance between ""war is hell"" and absurdist comedy"
0," The intention is a good one, but the blending of disparate ingredients under Andrew Davis' direction is often jarring."
0, For the most part Tooth Fairy is fairly mediocre entertainment.
1," The buzz is that this film is a life changing experience, and is anti-Semitic. I disagree on both counts. It is however, a powerful and effective illustration of John 3:16."
1,"This eagerly anticipated sequel was never going to have the same impact as the original endeavour, but as long as you bear that in mind there is plenty to take away, for there is no doubting this picture carries that same, familiar swagger."
0," The film ends up being derivative of every drug-themed, drug-centered movie we've ever seen, and goes down the same dark unforgiving and predictable path as all the others did."
1," Kriter-director George Gallo has given the stocky, ever-commanding Mueller-Stahl a heroic, bravura role and has been rewarded by the actor with a towering, complex portrayal that is surely among his finest."
1," An immensely thoughtful and well-constructed evolutionary analysis of the origins of crime, and how it subtly perpetuates throughout generations."
0, St. Vincent is full of indie clichés.
0, Even a handful of funny line deliveries from Thompson can't really justify all the extra padding.
1,"A terrific, no-nonsense B movie which comes on like something by Jean-Pierre Melville: cool, calm and dispassionate."
0, Grudge Match has just enough thoughtfulness and emotional perceptiveness to make up for the many cliche elements - offering decent but unremarkable entertainment value.
1," The film - though rife with Creeper action - is fairly light on any actual scares, [but] at the end of the day if you're a fan of the franchise, you'll be happy with this latest entry..."
1," Writer/director Kim Junsik's delicate feature is slow to catch fire but eventually blossoms into a thoughtful, touching reflection on gender, sexuality and the need to be true to yourself."
0," Lee is really letting it rip here. And although in a variety of ways Chi-Raq is overbearing and stilted, the thing is so unusual you can't help keeping your eyes glued to the screen."
0," Perhaps we have become impatient as an audience and directors are no longer keen to hold back, but sadly I feel the film was poorer for its immediate unveiling of the myriad of monsters."
0," Whatever the other flaws, the dancing itself rarely seems to disappoint in these movies."
0, Anybody looking for Ocean's Thirteen is going to be sorely disappointed.
0," So much for subtlety, not to mention sensitivity to stereotypes."
1, ... a little gem of black humor and historical revision. [Full review in Spanish]
1, This is yet another coming-of-age tale except that the hero is not a teenager but a young man who goes out of his way to be macho but really is a mama boy.
1," Split [is] a genre picture that's fascinating, audacious and just kooky enough to be a lot of fun."
0," Another middle-aged male-crisis opus, it begins on a note of total migraine-inducing hysteria, which continues unabated throughout."
0," A tale of WWII Germany as seen through the eyes of a young girl, ""The Book Thief"" is unobjectionable, sentimental, and not a little dull."
0," If anyone tries to tell you that Thank You for Smoking is a scorching satire of Big Tobacco, just tell them, well, that they're blowing smoke. "
0, Replicates the experience of viewing an arcade demo for the same length of time.
1,"An engaging look at a mangy day in the lives of two junkies trying to kick, Gridlock'd would have been a good mid-level B.O. performer even without the interest surrounding it, due to the recent death of co-star Tupac Shakur."
