,Review,predicted_train
217094, Boll is back and as bad as ever.,0
53721,"After suffering through a summer crammed with TV shows being remade into movies, it's refreshing to see a movie based on a TV show that is so entertaining that it actually makes you want to go and see the show of which the movie was created. ",1
757,"Baumbach approximates it well, but never quite achieves Bergman's mastery of interior drama.",1
960,"A rather turgid thriller about changing timelines, which should, given its subject matter, be a lot more thrilling than it is. Luckily the performances are terrific, with Storm Reid a believably thoughtful, resilient and resourceful heroine.",1
24964,I found the film to be a touching and unique look at human sexuality and interaction.,1
33999,"The sequel to group one, only stupider"" is how one soldier describes the squad, in one of the rare self-referential jokes here that actually lands. But owning it doesn't excuse it.",0
404152," Noisy, insanely fun and shameless - embrace your inner rocker and party on!",1
5683,This film is filled with bursts of color. The high energy visuals counterbalance the tragic malaise of Goldie's life perfectly.,1
10321,Jonathan Demme's picaresque joyride across the American landscape is still arguably the best thing he's ever done.,1
1502,It isn't quite the Syfy-like catastrophe it could have been but there isn't a lot here to take away that you can't get from the far more appealing and satisfying double feature of The Descent and Jaws 2.,1
2620,"It's so square, so sunny, that it feels blissfully out of step. Think of it as comfort food for these troubling times. ",1
486,"The movie itself may never catch fire, but Andrew Desmond's incendiary take on the Gothic subgenre is as mystical and melodic as a Schubert sonata.",0
1385,"Inept post-EMP survival thriller is no more thrilling than it is plausible, and inexcusably casts its resourceful teen heroine as a victim constantly at the mercy of others and in need of rescuing.",1
260558," It can't help but feel like something of a disappointment. Stylistically different but narratively more of the same, Jigsaw isn't the revival fans of the franchise deserved.",1
311,The darker heart of the film ... is in its examination of the addictive qualities of power.,1
1978,"[T]he movie is a wonderful reunion with the tone and feel of the original series, and with that comes exciting stylistic choices, impressively structured storytelling, and brilliant character work.",1
27225,A warm and comfy dose of old-school charm and smile-inducing entertainment.,1
38170,"There is quite a bit of solid craft at work in Astro Boy ... but it feels rushed, ill-prepared and derivative. And that's because it is rushed, ill-prepared and derivative.",0
16376," Much is wrong with Valerian and the City of a Thousand Planets, but just looking at this thing is such an astonishing trip that you'll hardly notice.",1
316055, Too much of this feels as if Giannoli is circling around the same points over and over again...,0
277359," I was disappointed with what I received; a (horrible) dialogue driven, slight action movie with a few skimpy shots of dragons.",1
39928,"So warmheartedly enthusiastic, it's hard not to get swept away with this group of not-so-average Joes.",1
4838,"Serves both of its titular properties marvellously... A grin-inducing, overflowing serving of fun. Which, let's face it, we all need from time to time.",1
317901," There's nothing in this lame, low budget stoner flick that even peeps above the parapet of the ordinary.",1
4191,"Capturing the perspective from families with transgender children, The Most Dangerous Year is a compelling documentary showing that transgender rights matter.",1
452684," Holy gratuitous prequel, Batman!",1
40925,"The Soloist is a moving and well-made film, but you just can't help feeling it is a little too contrived and simplistic.",0
101890," It's not so much a movie as a series of running antiquity gags, good for a comedy club, not so much for the multiplex.",1
4235,"What the movie gets right, sometimes in agonizing detail, are the humiliations and horrors of school...",1
35233,"Hugely disappointing, painfully unfunny comedy that completely wastes its talented cast and then compounds the misery with a dismal script.",1
5350,"Charm City hits with the bracingly real force and honesty of Frederick Wiseman film. It's exceptionally well edited, with all three aspects of Baltimore life depicted in both positive and negative lights, but nothing here is being skewed.",1
3647,"At second glance, A Score to Settle reveals itself as a swarm of cliches that ring louder than bullets.",1
13046,It's basically 'Stand by Me' for dummies. And I'm betting even the 'dummies' will get wise fast to the fact that the only throne 'Kings' is worthy of sitting upon is constructed of porcelain. ,1
479790, It starts out as an intriguing story of telepathic friends and ends up a monster mash of Ed Wood awfulness.,1
181960, One of Launder and Gilliat's most likeable films.,1
344023," Though the final act is a bit of a cop-out after all the good work that has gone before, this jumpy little affair is still a marked cut above what many thought it would be.",1
7208,"Neil Patrick Harris owns the movie's funniest scene, involving not one, but two bowler hats and no relief in sight.",1
1176,"[Richard] Linklater is trying to rook us all into believing this is a universally heartwarming scenario. The unfathomably wealthy can be heroes, he says. That is, until the peasants sack the White Palace that Bernadette designed.",1
335613," Pertly humored and touching in spots without becoming too soapy, the film's entertainment value, plain and simple, goes a long way in smoothing over its problem areas.",0
252170, Rewritten history (Wyatt Earp) is somber offering,0
846,"Russell's aping is still a knockout, with enough razzle-dazzle style and propulsive humor to make it one of the most casually fun movies of the year.",1
430224," Spider-Man is back, bigger and slightly better - but only slightly, and with too much emphasis on ""bigger,"" in the form of hollow, boring franchise screenwriting cliches.",0
201713," One of the better Roger Moore vehicles, thanks to a script that overflows with exotic locales and extreme adventures for our hero to undertake.",1
289694," It is an experience, being stunning to look at -- and you'll only get the full effect from seeing it on the big screen, rather than waiting for the DVD.",1
220423," In Bedtime Stories the pain of this artistic limbo is written all over Adam Sandler's character, a resentful hotel handyman named Skeeter.",1
94357," While no one actually drinks any tea in director Roger Michell's film, the women profiled metaphorically spill the tea on their co-stars, each other and the industry at large.",0
349459," [T]he movie spends such a wonderfully long time on the first act material, only to skimp on the second act.",1
426805, An amazing meditation on yearning and the brimming hearts of three men and the woman they all want to marry.,1
459071," Although we'll never know what Wilde may have created had he been able to live a full life, The Happy Prince seems a worthy predecessor because it proves to be as much a work of Rupert Everett as it does his muse, Oscar Wilde. ",1
1631,"A bright, charming romance.",1
9011,"Hereafter is worth taking seriously because, finally, it's about taking care to live decently -- not piously, or proudly, but honestly, in the here and now.",1
4536,"The film never puts a label on Franky's identity ... and embraces the element of fluidity that lets Franky evolve over time, like a flare navigating its course, waiting to burst and proclaim itself when the time is right.",1
10562,"Action flick has high body count, big guns, little point.",0
791,"I can't really recommend Mob Town since it doesn't really live up to the promise of its premise. However, if you are in the mood for a film of this type and you have already watched The Irishman a couple of times, I suppose you could do worse.",0
130874," These characters illuminate the broader truths in Dabis's screenplay, as does its smart treatment of the region's proximity to armed conflict.",1
184103," Orchestrating it all, Singer is a first-timer already clearly in complete control of his medium.",0
51419,"Not just for genre audiences... deserves to be appreciated by anyone looking for smart, classy entertainment.",1
58129, Genius may have its failings but it glows with a shared wonder of the world and of the written word.,1
196433," Makes for a pretty good summer action-adventure movie, if nothing else",1
3,"I wouldn't miss it; it's a film that's more than facing mortality and the life you lived, it's about relearning how to live, and being honest about what makes you care about living at all.",1
46637,"Despite some good acting, interesting illusion-vs.-reality plot scenarios and subtle humor. It just doesn't jell well.",1
60720, Fred Claus is a large lump of coal in your pre-holiday stocking sure to give you a stomach ache after eating too much turkey.,0
379758," Ferguson does not do for his subject what David Frost did for Nixon, but it's fascinating in its way. ",1
39883,Keough is a standout and Craig is a complete hoot. ,1
398142," Astoundingly, this is Aparicio's acting debut. It is a stoic, studied performance that at times pushes into realms of intense physical and emotional endurance that result in some of the film's most devastating scenes.",1
400326," In concentrating on one man's experience, The Pianist offers an unusually clear picture of the war and the times.",0
617,Content to be a kind of Valentine to the slain rapper -- so reliant on recycled MTV footage that it feels more like a Behind the Music special than a feature film.,1
30468,Kids will love it and want to see it again and again. Adults . . . probably will too.,1
2863,A chronicle on the genesis of the Me Too movement would have been more stimulating than the millionth portrait of a monster. [Full Review in Spanish],0
4598,"Riveting, sometimes confusing and always dispiriting account of a democracy in its death throes.",0
5476,"I cheered. You will, too.",0
19457,Not since Rocky worked out in a meat locker has Sylvester Stallone surrounded himself with so much aging beef.,1
287844, Focuses too much on the tried and tired plot developments for the characters to completely grow on us.,0
147489, A terrorist mixtape that appears remarkably uninterested in presenting these men in a more critical way than they would want.,1
32530,Zombies just aren't that interesting as villains because they zombie ahead.,1
40205,Craig manages to get out of the shadow of Connery.,1
37721," It's a dumb idea on its surface, and as we get deeper and deeper into the concept, at no point does the screenplay ... make us believe it is anything more than that.",1
50073,"It won't win any awards, but it's not a bad evening out.",1
229531," As disinterested in itself as Gulliver's Travels seems to be, it's a wonder it ever came into existence at all.",1
36231," The 93 minutes go by quickly, and it's a fun peek into a world that not many of us (hopefully) know much about.",1
134794," The mood is simultaneously idyllic and tense, deceptively casual and off-handedly sensual, with wandering gazes and thoughts leading to some particularly potent psychosexual mind games.",1
3710,A subdued take on the superhero film...,0
30387,"Red Planet isn't particularly offensive, except in its total mediocrity.",0
36041,"The capable cast can only do so much to disguise the thin, predictable, paranoid survival thriller they're trapped playing out.",0
4002,Director David F. Sandberg has delivered a strong introduction for the original Captain Marvel with Shazam! and this is an absolute must-see for any comic book fan out there. The DCEU has a new Super Man and his name is Zachary Levi.,1
94,...a serenely crazed view of the present. The master is back.,0
3543,"Maybe it has many issues, but Brightburn is exactly what horror fans ask for in this era of 'superhero infested multiplexes'. [Full review in Spanish].",1
8058,I lost interest somewhere in the middle of this film.,1
2536, A Rocky Horror group experience. SOAP has too much nasty fun to miss. ,1
4516,An absolute must-see.,1
15843,A hamstrung potboiler.,0
3328,"Throughout the movie, small character beats are given plenty of emotion... while the grander scenes of the Irken Empire and trips through space stand out from a visual perspective. The movie looks great.",0
59768," Marshall, Hanks, and his co-stars seldom put a foot wrong.",1
3848,"The documentary doesn't present much new verified information to feed our hunger for answers, but it does revel in retreading criticisms gone by.",0
32128,"The movie takes a simple if shattering occurrence and uses it as a way to bring a family together, an old trick but one well played by director Lawrence Kasdan and his wife and screenwriting partner Meg.",0
128293," The film is curiously sterile and lifeless, hardly the stuff of revolution. It feels more like an ideologically reversed Tucker: The Man And His Dream, written and performed by robots.",1
1701,"Fun, but forgettable.",1
2762,"Anyone who has a real love for music will want to see and learn from ""Blue Note Records: Beyond the Notes"" and the many amazing talents those two old white German Jewish immigrant refugees brought to us all.",1
103187, Classic sci-fi tropes blend with rambunctious fight choreography along with a witty and touching story about letting go of the past while fighting for the now.,1
41870,"Hitch will make dorky, husky guys like Kevin James and myself feel some hope that we too can date women who look like models",0
17043,"As the teenage Damien, Jonathan Scott-Taylor works wonders with the role",1
50925, A woeful and predictable outing for Cinders and an impossibly twitty prince,1
157217," The least-well-known of the movie's four principal actors, he's [Will Rothhaar] the least weighed down by his own familiarity, and he gives an empathetic but intense portrayal of the increasingly obsessive Oswald.",1
28181," I would have thought that sitting there for two hours listening to people talk about ballet, of all things, would quickly put me to sleep. But I was fascinated and walked out of the screening invigorated. ",1
50755,"By putting its focus on the friendship, Ralph Breaks the Internet breaks free from being just a bunch of Internet gags and becomes something far more rewarding.",1
2151,"If the first half of the film focuses on the potential of art to move an audience, the second seems to be about how art is not exclusively the domain of the Bread Factory, May Ray, or any singular entity.",1
2894,Viewers in the West and the Global North are used to seeing women in films from elsewhere as victims or otherwise subjugated figures. Vai may surprise them.,1
11196, At the heart of this overproduced jumble you can still hear the faint beat of the simple story Lucas conceived about 15 years ago while researching Star Wars.,1
363022," [A] brutal, angry revenge thriller that takes a familiar format in new directions while wearing its wounded, political heart on its sleeve.",1
6063,The first big-screen adventure for the Star Trek: The Next Generation cast...,1
5831,Richard Jewell is pointed and compelling - so much so that it needn't underline its themes as thickly as it does.,1
412214," The enigmatic spell of enchantment it casts is a work of complex artistry, and the sneering reviews say more about the critics, I am afraid, than about the film or its director.",1
319299," While Stallone and De Niro have no difficulty proving they can still muster a decent right hook, it's the punch lines they have some trouble landing",1
116878," Oherâ(TM)s life is meant to make us feel good, and it mostly does. But how good we feel about his story is proportional to how blind weâ(TM)re willing to be about how itâ(TM)s told.",1
52887," ""If we're kind and polite, the world will be right,"" Paddington says multiple times throughout this sequel. While that can be hard to believe, the energetic optimism of ""Paddington 2"" might inspire you yet. ",1
251075," ""Widows"" is an exquisite crime drama refreshed and relocated from the British 1983 limited series to the authentic socio-political quagmire of modern Chicago.",0
31200,"Blood is spilled, as is to be expected in a film that explores a world on the brink of ruin, but each death echoes through the story the way the hero's gunshots echo across the Outback.",0
30509,The Incredibles has that rare quality of feeling modern and classic at the same time.,0
3064,Serves up a compelling and provocative look at modern Serbia and allows American audiences some insight into a country they may not be that familiar with.,1
238385, 21 Years: Richard Linklater is a puff piece about the American indie film titan that lacks the insight and analysis necessary to make it a strong retrospective of a great artist.,1
25718,Not for one frame does it seem possible that these two cutesy twenty-somethings won't see the errors of their wagers in time to take the exit to happily-ever-after land.,1
5789,"There is, admittedly, a dark fascination in seeing how flagrantly giant companies mess with people's lives. As an expose about corporate malfeasance, Dark Waters is especially topical and timely given the findings of the recent banking inquiry.",1
3407,"The creators saw an opportunity to do something with bringing Rocko back and while it's a minuscule offering, it still ends up satisfying. As good as it is to look back on the past, there's better things to see through change.",0
2444,Filmed in a unique way that engrosses the viewer in the uncertainty of the search. [Full Review in Spanish],1
45570,the characters seem as shallow as the waters through which they paddle.,0
34005,"Several 'comic relief' scenes revolve around the boys making female characters uncomfortable. I know they're not supposed to be role models, but what is troubling is that the writers think this is funny.",1
21671,"Russo and Russo can't decide whether they're making a sentimental farce about male friendship or a raunchy comedy spiced up with porn. The latter wins out, though the audience is the loser.",1
43846,"It has moments of uncanny grace, made all the more beautiful by their dryness: a family, briefly, pulling together; a son suddenly understanding his father's dream; a tiny moment, at the end, of unexpected triumph.",1
328635," Fortunately, thanks to a strong final act and direction that answers the question, ""What if Bertolucci directed a Grindhouse flick?"", there is entertainment to be found in Alléluia. ",1
899,"A period piece so painstakingly constructed that it shames the rest of the genre... The movie makes its world of 1969 Los Angeles feel incredibly lived-in, not merely a look back but a transporting experience.",1
2363,This is creepy. Not because of the clown. Think of the effect of the clown. [Full review in Spanish].,1
4213,Chappelle either misses wide or doesn't shoot at all.,0
335994," It's the rare feature that can offend and charm at the same time, that can take a man who always plays the acerbic loser and make the same theme seem fresh.",1
655,"Strong arguments hold that having children is in some cases a selfish choice. Not having children, by contrast, is not selfish.",1
268021, Director Kenneth Branagh's biggest mistake was in the casting of the villain: Kenneth Branagh. ,1
427980, There's dumb. There's dumber. There's dumbest. But Swearnet: The Movie left me dumbfounded.,1
51500,"There's an almost evangelical, wave-of-the-future excitement to the film, promising more and better to come.",1
3562,I hope we get more of this character soon because I definitely want to see more.,1
49205,"Although the film does eventually give up its referential conceits, it comes far too late in the game to salvage any real emotional investment in the characters or their plight.",1
5641,Co-writers [Miranda] Tapsell and Joshua Tyler develop a heart-felt and stunning story of true love while remembering the humor that is an integral part of life.,1
404110, It just makes things easier to believe that good-looking rich folks are just as miserable and unhappy as the rest of us . . .,1
2611,"This is quite a smart, little independent film... It's sad, touching, and provocative.",1
439496, Whatever the film lacks in coherence it makes up for in spectacular car chases.,1
9426,"Though Dunsmore, Depp and Jeffreys' conceits work more vividly as ideas than as filmmaking, they're ruthlessly true to themselves and grimly powerful.",0
35616,"The Road Chip is bad, and anyone who cashed a check because of it should feel bad.",1
1714,"Because Burns and Soderbergh choose to show a lot without saying anything, it's impossible to care.",1
336015, The cretinous script is in no hurry to explain how this anguish will be resolved. The result is a masterclass in Method dullness.,0
90349, As bouncy and engaging as its protagonist.,1
414128," Despite its stunning backdrops and inspired new designs, Smurfs: The Lost Village is a smurfing waste of time. The only thing bluer than the main characters are the poor saps who pay to see this manic drivel. ",1
3725,"DaCosta, Thompson, and James have created something tense and timely and empathetic in Little Woods, further expanding the Western genre and adding another slice of American life to it.",1
21789,"Armored's first half is an overwrought, eye-rolling bro-venture, but once the actual robbery takes place, the film ratchets up into a solid testosterone-soaked thriller.",1
36436,"Chicken Run should be seen by the whole family. Actually, it should be seen by everyone.",0
22872,"Redford's film sustains a slow mood of simpatico amiability and photographs the landscape with moony or golden washes that are perhaps hard to dislike, but is slain by its adherence to an outdated populist mythology.",1
3857,"The Great Hack does occasionally struggle under the weight of its own data load. There is a lot for viewers to process here, and sometimes the torrent of facts and figures flowing from the screen can get overwhelming.",1
5363,This is a heart-wrenching drama about the difficult choices people make for the ones they love and the unintended consequences of those actions.,1
763," Performance is a challenging and thought provoking film, its greatest assets being its four outstanding performances",1
4605,"Easily the best submarine movie since Crimson Tide, The Wolf's Call is a strong action-thriller that will keep you riveted.",1
2113,"At some point, In the Shadow of the Moon just goes down a wormhole of politics and elaborate theories. It's not fun to watch, and when we finally get the big reveal of why the killer did what she did we don't care.",1
19542,"... what winds up in the picture's largely lazy grasp is largely evidence of the influence of, well, any number of cheap and often straight-to-video testosterone fests.",0
58540," It captures themes about love, family, honor and friendship with a perfect dose of humor and sincerity. It's the kind of movie, like ""The Nightmare Before Christmas,"" that you'll want to watch every year.",1
18767,A masterwork containing a possible career-best performance by Ethan Hawke.,1
41594,"The film is raunchy, but not vulgar, and until an unnecessarily preachy climactic moment, very funny.",1
3010,"Sticks &amp; Stones is terrible, and [Dave] Chappelle can only blame himself for that.",1
10596,"This terrifically tuneful movie offers a fascinating taste of musical history, with Beyonce just fine as Etta James.",1
5463,"While Efron takes charge, the rest of the film feels as if it's struggling to catch up.",0
1073,It's all pretty simple (albeit wildly convoluted). That's no excuse for how simplistic it all is.,1
380695," Teen Titans Go! To the Movies is simultaneously a send-up of superhero movies and an homage to them, a spinoff whose music is infectious and jokes are consistently funny.",1
2525,"What makes Empathy, Inc. extraordinary is the lengths it's willing to go to push its audience to the brink of reason in search of the answer.",1
422625, Melissa McCarthy as you've never seen her before: stunning.,1
11650,"It's as woefully incompetent as its predecessor, except it's dealing with a smaller budget, you know, for added dreadfulness.",1
2181,"This is an amazing story of a woman, a boat and a crew that did something that was thought by many to be impossible.",1
4718,[An] auspicious entry. [Full review in Spanish],1
102127, I'm not sure that what Mamet's trying to say here about celebrity justice is worth the risk of making things any worse.,1
5264,It makes you feel happy. And that's not nothing.,1
174359," There's no denying it's a nice change from the usual supernatural shenanigans, but the characters, actions and denouement leave a bit too much to be desired.",1
3387,"Why make this rushed, sloppy and generic piece of Israeli triumphalism now? Who stands to gain?",0
330299," Spider-man flows as smoothly from scene to scene, catching the audience in its charming web and setting us up for a sequel which, for once, will be welcome.",1
5889," When you can see every twist coming, the turns aren't exciting.",1
1914,"[T]he film is a vital testimony of grief and horror, yes, but also of love and forgiveness.",1
8595,"When Guillermo del Toro set out to co-write and direct Crimson Peak, a work of Gothic horror as gorgeous as it is preposterous, the word ""restraint"" must have been missing from his movie-making mission statement.",0
100416," ...a kind of filmic Dylan song, allusive and evocative and purposefully, poetically ambiguous.",1
41998," Charting the journey of a ruthless lobbyist who develops a conscience, ""Miss Sloane"" is a shallow but lively thriller which becomes undermined by its makers' misplaced belief in the profundity of their topical tale.",0
171003," The nostalgia Sixties rock music is lovely, however ... .",1
40838,"In the end, and despite Ermey's best efforts, it's just another splatter flick.",1
5464,"The most interesting thing about the film, directed by Joe Berlinger, is that the story is told from the perspective of Liz Kendall. [Full Review in Spanish]",0
285936," Von Trier upends the accepted dialogue on race, pushing past stereotypes and correctness.",1
3800,The film manages to honor the original series' setting and themes while delivering a completely different type of martial arts film that is wholly entertaining all by itself.,1
2968,Itsy Bitsy is a perfect combination of Hollywood-quality filmmaking and indie creativeness.,1
5356,"Charm City may not be an easy watch, but [director Marilyn] Ness argues that through empathy, progress can be made.",1
2387,"More or less a romance picture, Quartet is a taut, tense and breathtaking tale of deception and power dynamics, a costume drama with the energy of something more erotic.",1
1407,"The story is extremely powerful. This is a very depressing film, but also very well crafted.",1
351167," This is generic filmmaking at its most banal, a simple-minded simplification of a not overwhelmingly complex book.",0
358367," The BBC production ran nearly five hours; this new movie runs a bit more than two, which just isn't enough time.",1
82608," A slow-boiling, nail-biting, psychological ride that slides through the deadly politics of a suburban crime family, in one of the best Australian films in recent years.",1
467231, Would anyone go for a sequel to The Wizard of Oz that catapulted Dorothy and Toto into the world of Once Were Warriors or Escape From New York?,0
15587," Choke was never going to win any prizes for subtlety, but by toning down Palahniuk's nastier absurdities in favour of obvious laughs, Gregg's adaptation is no more provocative than the average Carry On film.",1
34,"It's frantic stuff, slight and cheesy but endearingly French and undeniably funny.",1
540,"Janhvi Kapoor and Surekha Sikri with their quick silver expressions in the fleeting moments, captured up close and personal, are both quite a treat to watch.",1
4370,"It's hardly subtle, but it's also never excessive.",1
15587,A movie of startling power and intimacy.,1
156862," The 'Friday' movies are about the fear of death -- especially violent, untimely death, the type that is most scary to the teenagers who flock to the films. Jason is the car that runs a red light and kills a kid on the way to the prom...",1
4169,"Written, directed by and starring Emilio Estevez, The Public is a pleasantly old-fashioned crowd-pleaser, which argues that libraries are the last great bastion of modern democracy, since they provide free access to knowledge, community and shelter.",1
5624,"Howard and Boone have great chemistry, but they're just as strong performers apart as they are together.",1
2864,"The documentary poses the doubt that Harvey only fell because of weakness and not true justice and on that note alone, the film and audiences need an epilogue. [Full Review in Spanish]",0
350652," Whatever Muse drives Malick, whose best work feels both found - in the sense of discovered in the shoot and edit - and profound, he could be accused of cheating on her in Knight of Cups, leapfrogging between unsatisfactory short-term conquests.",1
6620," The film is not without spectacle, but it is strangely without soul.",0
15954," If you're a noir fan interested in seeing a unique modern take on the timeless genre, don't miss this challenging but often fascinating drama.",1
5379,"There's no doubt that the notable cast will attract limited audiences in search of a light-hearted diversion, but anyone craving a substantial story about coming-of-age and young love will be bitterly disappointed in this uninspired, vapid mess.",1
10093," It is truly sad how the masses will seem to fall for any movie that wraps serious, probing subject matter around a conventional love story.",1
4373,"What's most intriguing about Soul Mate is how it tells a female-centric story. Here, the ladies are front and center...in Soul Mate, independence prevails.",0
398482, This film is a celebration of human achievement; it soars with the promise that we are shackled to the ground only by lack of imagination and will.,1
32748,"It has power above and below the waist, and proves that not all the navels in L.A. are in the oranges.",1
437563," Like every path to success, there is an origin story and Iron Man ranks as one of the most instantaneously satisfying of all of them.",1
60516," A curt, nasty and deftly acted chamber piece high on laughs and savagery.",1
3089,everything a romantic comedy is supposed to be,1
810,Jeff Chan's futuristic CODE 8 hits hard with the struggle of fringe dwellers with supernatural powers in a harsh society.,1
933,"It is ridiculously coy about what is going on... Just start the movie, guys!",1
1451,"With moments of sweetness, outweighing the blandness of the overall feeling of the film, the little tiny moments of comedy are welcome and actually start to make you enjoy the film despite the very obvious messages it is sending...",1
1841,"Bloodlines manages the balancing act of TV animation action with a surprisingly moving heart; a story about demanding mothers and their estranged daughters, and how deep the pain cuts when you feel that who you are is not enough for your loved ones.",1
430968," Turing deserves better than to be presented as a nutty professor, a tweed-jacketed Rain Man, his own code so easily cracked that any old hack film-makers can have a go.",1
126201," Astonishingly, Wright and Watts sell their characters - the yearning, the bond, the inevitable wrong ahead. But ""Adore"" remains too much of a stretch.",1
311256," The real star of this quietly gripping film is Tasmania itself, an extraordinary wilderness landscape gloriously photographed for the wide screen by Robert Humphreys.",1
53048,"This is what Selma dares to do so well: show us the small, private moments in King's life, the intimacies, the humanity.",0
1492,"The main difference this second time around is the film's sheer payload of gags, both verbal and visual, that acknowledge the sensibilities of the adults in the audience who are watching with their kids.",0
25676,Button-cute.,1
257119," At the age of 33, Ozon has made a film with insights and compassion one might more reasonably expect from a director twice his age.",1
898,"This is often surprisingly funny in a playful way, reveling in the textures of its setting and as much about celebrating the simple pleasures of sturdily made entertainment as meditating on age and the passing of an era.",1
2080,"Four hands is humble, small, well told [and] maybe somewhat incoherent. [Full review in Spanish]",1
296879, Squanders both its first-rate computer graphics and its sturdy international cast.,1
28277,Kind of a mess.,1
166060," Hilarious, dark and pure, Little Monsters has the makings of a great modern cult classic.",1
1028,"While the collection of vignettes offers a few great pleasures, in the context of Jim Jarmusch's oeuvre, it is slight.",0
64405," A lot of times, you simply want the jabbering characters to shut up.",1
49060,All the performances are excellent with the greatest satisfaction coming when Bremner's Spud and Carlyle's Begbie are transformed from figures of fun and fear to the three dimensional characters that were missing in the original movie.,1
7209,The funniest thing about One Million Ways ...? How come McFarlane was much more convincing as Ted than he is here as a real person.,1
49290,"Despite the fact that this is a beautifully-shot, dryly funny period drama, some audiences might prefer to stick to the sheer escapism of Austen's fictional work, which follows a similar formula.",1
4617,Easy enough to watch.,1
2944,"It was the act itself, the willingness to try because they could no longer do otherwise, that draws us in and makes the story a tale of redemption, regardless of whether they ever got further than that dim basement at night.",0
50349,"Smith's invincibilty at the box office may come down, for this film is a mess. Not even his charm and personality can save this train wreck.",1
274210, Feels like a bunch of those scenes Marvel usually reserves for the credits. It's more concerned about future films than the one it is actually in. ,0
356922," Indeed, the Allenian influence is omnipresent in this romantic comedy... [Full review in Spanish]",1
42808,"Yet another accomplished, stylistically courageous work from a filmmaker whose willingness to take chances and pull them off is his finest attribute.",1
340249, A lot of care went into crafting the handsome production but not enough into making the handsome hero come alive.,1
55332," The giving of a Sartre text as a gift is not the first clue that Jerry, Amanda and their social circle of equally precocious pups inhabit a strange, imagined generation.",1
255181," The thrills are such a rush, however, and the balance of digitized and analog effects is generally so satisfying that pic's sheer dumbness finally becomes part of the fun.",1
3626,Deathly dull Russo-American romance whose leading lady displays all the warmth of a Bond villain.,1
704,"This is one of the best films, foreign or otherwise, I've had the opportunity of seeing this year...",0
222223, Woody Allen's fictionalized biography of a legendary American jazz guitarist set in the 1930s. ,1
52073,The movie is at least a bit less annoying than director Alex Proyas' previous two genre attempts.,0
5931,Marvellous performances throughout ensure interest.,0
16731,"To its own detriment, William Friedkin's splattery, southern gothic return to the screen seeks to amuse as well as shake and stir.",1
2793,There is just too much going on in Donnie Darko.,0
43622,"When even Clint Howard doesn't reprise a role in a movie, you can rest easy knowing you're not missing out on a masterpiece.",0
457,Workaholics' Adam DeVine and the disembodied voice of Rose Byrne are wonderfully puerile fun in this sweet but dirty-minded rom-com.,1
2345,Despite its low budget it's bound to satisfy more fans of the historic video game than that Dwayne Johnson film ever did.,1
99002, One of the most indelible Holocaust films ever made.,1
4547,"Hotel Mumbai doesn't exploit. It chronicles the randomness of violence, and the ordinary heroism and decency of people forced to confront terrorism. Everyone should see this movie, because it could happen to you.",1
429882," ""Everybody Knows"" is a reminder that sometimes we just want to go to movies to watch pretty people screw up their lives.",1
29982,Sofia Coppola's stealthy romance about two Americans stranded in Tokyo is a work of marvelous delicacy -- and offers the performance of Bill Murray's career.,1
1654,"Director Dillard &amp; Co. had a promising minimalist horror pitch, but blew it in execution.",1
8804,It's hard not to wish that maybe there was a little less of Muhammad Ali promoting himself and a little more of the concert.,1
48941,More sexual innuendo than usual in provocatively named film.,0
36318, A shamelessly manipulative film that proves insulting rather than moving.,1
35430, Mostly successful due to Madison Wolfe's committed performance in the lead and director Anders Walter's sensitive handling of the difficult themes.,1
195858," God is jealous of Benjamin Bratt, but He's coming around...Bratt's performance [here] is electrifying and charismatic.",1
14225,"The third outing in the ""Pitch Perfect"" franchise is like a pop song remix that retains some of what you love about the original, while throwing in an out-of-nowhere bridge and an unwelcome guest verse.",1
48336,"Weir and editor Lee Smith seem preoccupied with hustling events along, and nervous about boring us for even a second. The result is a brisk trot through a story that is, at heart, a tough slog.",1
354012," The problem with the film, written and directed by David Lowery, is that it's tepidly drawn, with molasses-like pacing and an anticlimactic ending that does little to keep the audience invested.",1
41861,Harmless fun for the dating crowd.,1
53316,"The animation has cheap-and-fast written all over it. It's so chintzy, the characters look as if they've come straight from a box of Colorforms.",0
380098," Here's to you, Meet the Robinsons. You really have taken digital 3-D animation to a somewhat ho-hum level.",0
38390,"It might not all flow, but between Winslet and castmate Judy Davis's various spitfire moments and some potent dark turns, there's a fair amount to like.",1
375747, Touches to make 'hip' what should be an unabashedly square story--such as the casting of Nick Cannon in a supporting role and an out-of-nowhere cameo by Ja Rule--more jar than gel.,0
363131," If you want a more realistic safari than this, you're going to have to catch a flight (unless you live in Africa).",1
144983, Ultimately comes off as merely an excuse for stars to take a vacation on the studio's%u2014and moviegoing public's%u2014dime.,1
40805,"Christopher Robin shows it's not easy to update a classic. In this case, doing nothing would have been the best thing to do.",1
152,"Trey Edward Shults has signed a very ambitious film that borders, however, pretentiousness. [Full Review in Spanish]",1
4836,87 minutes of pure fun.,1
2619,"Kane gets most of it right, paying close attention to needy hearts and starved minds, while offering Kind one of the most complex roles of his career.",1
34493,"The time is certainly ripe for a scathing black comedy about our current political life -- something on the order of, say, Dr. Strangelove. Alas, American Dreamz is not that film. Not even close.",1
330787, Too bad the sober tone only makes for a movie that pretends at seriousness but that can't really be taken seriously.,0
